Value,Score,Method,Metric,Channel,Optimal,What,Participant,Condition,SamplingRate,MaxFreq,Duration,Dataset
3,0.6147468443859213,rosenstein1993,Autocorrelation (FFT),F8,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.35177524944800614,rosenstein1993,Autocorrelation (FFT),F8,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.15857354478703484,rosenstein1993,Autocorrelation (FFT),F8,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,0.03104758041713873,rosenstein1993,Autocorrelation (FFT),F8,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,-0.05289412108229465,rosenstein1993,Autocorrelation (FFT),F8,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,-0.10464781020032062,rosenstein1993,Autocorrelation (FFT),F8,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,-0.12677998927489353,rosenstein1993,Autocorrelation (FFT),F8,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,-0.12282939301609071,rosenstein1993,Autocorrelation (FFT),F8,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.719151442321936e-06,rosenstein1994,Displacement,F8,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,3.100088910619798e-06,rosenstein1994,Displacement,F8,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,4.027415945400986e-06,rosenstein1994,Displacement,F8,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,4.592164975775311e-06,rosenstein1994,Displacement,F8,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,4.925557088248015e-06,rosenstein1994,Displacement,F8,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,5.130320703429322e-06,rosenstein1994,Displacement,F8,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,5.247206796740025e-06,rosenstein1994,Displacement,F8,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,5.292592088135187e-06,rosenstein1994,Displacement,F8,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,5.279940699375214e-06,rosenstein1994,Displacement,F8,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,5.228408529273914e-06,rosenstein1994,Displacement,F8,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,0.7574235176195279,fraser1986,Mutual Information,FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.2512001366734058,fraser1986,Mutual Information,FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.21219709823693655,fraser1986,Mutual Information,FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.22345465697199351,fraser1986,Mutual Information,FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.1978860172633592,fraser1986,Mutual Information,FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,0.18300458463798108,fraser1986,Mutual Information,FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,0.17565805351042751,fraser1986,Mutual Information,FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,0.17852858761661494,fraser1986,Mutual Information,FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,0.1783654791204512,fraser1986,Mutual Information,FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,0.1802301374935098,fraser1986,Mutual Information,FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.7412922940279647,rosenstein1993,Autocorrelation (FFT),FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.2327968537081396,rosenstein1993,Autocorrelation (FFT),FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,-0.12370251995051622,rosenstein1993,Autocorrelation (FFT),FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,-0.22337477243071482,rosenstein1993,Autocorrelation (FFT),FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,-0.173019264627809,rosenstein1993,Autocorrelation (FFT),FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,-0.09889580524227937,rosenstein1993,Autocorrelation (FFT),FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,-0.05738005798987861,rosenstein1993,Autocorrelation (FFT),FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,-0.05074938531348974,rosenstein1993,Autocorrelation (FFT),FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,-0.06291005211793821,rosenstein1993,Autocorrelation (FFT),FC5,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,3.7598963171954946e-06,rosenstein1994,Displacement,FC5,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,6.509074915483966e-06,rosenstein1994,Displacement,FC5,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,7.92731355803926e-06,rosenstein1994,Displacement,FC5,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,8.30466277931017e-06,rosenstein1994,Displacement,FC5,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,8.140648646410613e-06,rosenstein1994,Displacement,FC5,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,7.880342355461679e-06,rosenstein1994,Displacement,FC5,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,7.727597734577338e-06,rosenstein1994,Displacement,FC5,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,7.706993624137569e-06,rosenstein1994,Displacement,FC5,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,7.750587557334553e-06,rosenstein1994,Displacement,FC5,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,7.802236433074366e-06,rosenstein1994,Displacement,FC5,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.4178917839961693,fraser1986,Mutual Information,FC1,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.6305687493476704,fraser1986,Mutual Information,FC1,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.31123642821326936,fraser1986,Mutual Information,FC1,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.19436203280305264,fraser1986,Mutual Information,FC1,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.16801793292822254,fraser1986,Mutual Information,FC1,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,0.17006350763295153,fraser1986,Mutual Information,FC1,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,0.1716449704538885,fraser1986,Mutual Information,FC1,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,0.16986052540477026,fraser1986,Mutual Information,FC1,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,0.16839837585540174,fraser1986,Mutual Information,FC1,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,0.16897043121617994,fraser1986,Mutual Information,FC1,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),FC1,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.9190549510922054,rosenstein1993,Autocorrelation (FFT),FC1,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.7100454608490487,rosenstein1993,Autocorrelation (FFT),FC1,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.4475950600299142,rosenstein1993,Autocorrelation (FFT),FC1,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.20353746781294568,rosenstein1993,Autocorrelation (FFT),FC1,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,0.024337658935127283,rosenstein1993,Autocorrelation (FFT),FC1,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,-0.07306019710626321,rosenstein1993,Autocorrelation (FFT),FC1,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,-0.09635784527410335,rosenstein1993,Autocorrelation (FFT),FC1,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,-0.06955090076677171,rosenstein1993,Autocorrelation (FFT),FC1,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,-0.02299488055887561,rosenstein1993,Autocorrelation (FFT),FC1,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.2075752257164219e-06,rosenstein1994,Displacement,FC1,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,2.285173239938922e-06,rosenstein1994,Displacement,FC1,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,3.1516313849636088e-06,rosenstein1994,Displacement,FC1,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,3.7806367782040054e-06,rosenstein1994,Displacement,FC1,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,4.179174100495115e-06,rosenstein1994,Displacement,FC1,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,4.3785979294693065e-06,rosenstein1994,Displacement,FC1,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,4.42159203090511e-06,rosenstein1994,Displacement,FC1,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,4.363488851578739e-06,rosenstein1994,Displacement,FC1,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,4.266272312762074e-06,rosenstein1994,Displacement,FC1,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,4.1842540815521e-06,rosenstein1994,Displacement,FC1,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.4385626617618863,fraser1986,Mutual Information,FC2,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.6425484879967804,fraser1986,Mutual Information,FC2,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.31730226685328233,fraser1986,Mutual Information,FC2,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.1930985751657346,fraser1986,Mutual Information,FC2,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.1668739878618437,fraser1986,Mutual Information,FC2,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,0.17387848081117951,fraser1986,Mutual Information,FC2,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,0.17965376667948174,fraser1986,Mutual Information,FC2,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,0.17409997720640824,fraser1986,Mutual Information,FC2,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,0.17171789071366916,fraser1986,Mutual Information,FC2,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,0.17124002225547752,fraser1986,Mutual Information,FC2,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),FC2,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.9215940773590652,rosenstein1993,Autocorrelation (FFT),FC2,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.7171739339119995,rosenstein1993,Autocorrelation (FFT),FC2,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.45534657934656847,rosenstein1993,Autocorrelation (FFT),FC2,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.2045271010850062,rosenstein1993,Autocorrelation (FFT),FC2,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,0.012220740320921866,rosenstein1993,Autocorrelation (FFT),FC2,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,-0.10081192505421682,rosenstein1993,Autocorrelation (FFT),FC2,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,-0.1377640031342597,rosenstein1993,Autocorrelation (FFT),FC2,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,-0.1188822949599217,rosenstein1993,Autocorrelation (FFT),FC2,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,-0.07234518411538525,rosenstein1993,Autocorrelation (FFT),FC2,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.2089457580111556e-06,rosenstein1994,Displacement,FC2,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,2.2949190358264534e-06,rosenstein1994,Displacement,FC2,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,3.1807822589140963e-06,rosenstein1994,Displacement,FC2,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,3.839169182328585e-06,rosenstein1994,Displacement,FC2,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,4.2706372405947076e-06,rosenstein1994,Displacement,FC2,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,4.503077655922739e-06,rosenstein1994,Displacement,FC2,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,4.57039136313332e-06,rosenstein1994,Displacement,FC2,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,4.525352958639064e-06,rosenstein1994,Displacement,FC2,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,4.423033689511949e-06,rosenstein1994,Displacement,FC2,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,4.320509017498903e-06,rosenstein1994,Displacement,FC2,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.2057687228092098,fraser1986,Mutual Information,FC6,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.5005656610715308,fraser1986,Mutual Information,FC6,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.26119818417484186,fraser1986,Mutual Information,FC6,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.1897571722538256,fraser1986,Mutual Information,FC6,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.18342537816834437,fraser1986,Mutual Information,FC6,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,0.19370974309314182,fraser1986,Mutual Information,FC6,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,0.20524887149514104,fraser1986,Mutual Information,FC6,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,0.20480501893053304,fraser1986,Mutual Information,FC6,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,0.1980919884952268,fraser1986,Mutual Information,FC6,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,0.19339394897182682,fraser1986,Mutual Information,FC6,5.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),FC6,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.8867664511334337,rosenstein1993,Autocorrelation (FFT),FC6,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.623586306034554,rosenstein1993,Autocorrelation (FFT),FC6,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.34244146311727275,rosenstein1993,Autocorrelation (FFT),FC6,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.11539826589656646,rosenstein1993,Autocorrelation (FFT),FC6,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,-0.0432752102492014,rosenstein1993,Autocorrelation (FFT),FC6,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,-0.14099537611160393,rosenstein1993,Autocorrelation (FFT),FC6,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,-0.18704942649959927,rosenstein1993,Autocorrelation (FFT),FC6,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,-0.19181169330693323,rosenstein1993,Autocorrelation (FFT),FC6,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,-0.16908462180400036,rosenstein1993,Autocorrelation (FFT),FC6,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.5465086784075299e-06,rosenstein1994,Displacement,FC6,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,2.8212658520468704e-06,rosenstein1994,Displacement,FC6,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,3.7253221923609307e-06,rosenstein1994,Displacement,FC6,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,4.316235307986243e-06,rosenstein1994,Displacement,FC6,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,4.679224927077178e-06,rosenstein1994,Displacement,FC6,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,4.88638961966528e-06,rosenstein1994,Displacement,FC6,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,4.981045848570568e-06,rosenstein1994,Displacement,FC6,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,4.9870756920112024e-06,rosenstein1994,Displacement,FC6,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,4.934680518042618e-06,rosenstein1994,Displacement,FC6,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,4.859943984188752e-06,rosenstein1994,Displacement,FC6,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.1885035649325078,fraser1986,Mutual Information,T7,6.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.49409986490258273,fraser1986,Mutual Information,T7,6.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.2632305766115124,fraser1986,Mutual Information,T7,6.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.1913769135940102,fraser1986,Mutual Information,T7,6.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.16998573527714012,fraser1986,Mutual Information,T7,6.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,0.1693833853735418,fraser1986,Mutual Information,T7,6.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,0.17338692976459047,fraser1986,Mutual Information,T7,6.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,0.17608127431361975,fraser1986,Mutual Information,T7,6.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,0.17554958096697604,fraser1986,Mutual Information,T7,6.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,0.17517220738746797,fraser1986,Mutual Information,T7,6.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),T7,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.8839542431153803,rosenstein1993,Autocorrelation (FFT),T7,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.6260752140682727,rosenstein1993,Autocorrelation (FFT),T7,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.37241694903565037,rosenstein1993,Autocorrelation (FFT),T7,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.1858822568042059,rosenstein1993,Autocorrelation (FFT),T7,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,0.06167276627220044,rosenstein1993,Autocorrelation (FFT),T7,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,-0.02135625484359094,rosenstein1993,Autocorrelation (FFT),T7,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,-0.07498522233039545,rosenstein1993,Autocorrelation (FFT),T7,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,-0.10372224229920678,rosenstein1993,Autocorrelation (FFT),T7,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,-0.11164194003753908,rosenstein1993,Autocorrelation (FFT),T7,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.871395231137284e-06,rosenstein1994,Displacement,T7,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,3.3741817334341187e-06,rosenstein1994,Displacement,T7,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,4.389399782664176e-06,rosenstein1994,Displacement,T7,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,5.010963976989053e-06,rosenstein1994,Displacement,T7,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,5.380811095491388e-06,rosenstein1994,Displacement,T7,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,5.606680552179884e-06,rosenstein1994,Displacement,T7,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,5.740954895579049e-06,rosenstein1994,Displacement,T7,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,5.8052020124003e-06,rosenstein1994,Displacement,T7,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,5.819641211952755e-06,rosenstein1994,Displacement,T7,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,5.7965423661735774e-06,rosenstein1994,Displacement,T7,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.2211950696093652,fraser1986,Mutual Information,C3,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.4897956623260722,fraser1986,Mutual Information,C3,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.23694239843520037,fraser1986,Mutual Information,C3,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.1764665151120406,fraser1986,Mutual Information,C3,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.1999131802901779,fraser1986,Mutual Information,C3,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,0.23822543357238501,fraser1986,Mutual Information,C3,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,0.25046321253335524,fraser1986,Mutual Information,C3,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,0.23407400217326124,fraser1986,Mutual Information,C3,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,0.20436702072409574,fraser1986,Mutual Information,C3,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,0.18247940664697904,fraser1986,Mutual Information,C3,4.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.0,rosenstein1993,Autocorrelation (FFT),C3,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,0.8900760013481088,rosenstein1993,Autocorrelation (FFT),C3,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,0.6201611228685473,rosenstein1993,Autocorrelation (FFT),C3,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
4,0.3034667150779233,rosenstein1993,Autocorrelation (FFT),C3,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
5,0.0218480648871349,rosenstein1993,Autocorrelation (FFT),C3,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
6,-0.18501630077727127,rosenstein1993,Autocorrelation (FFT),C3,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
7,-0.3038155706587852,rosenstein1993,Autocorrelation (FFT),C3,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
8,-0.33701985786771826,rosenstein1993,Autocorrelation (FFT),C3,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
9,-0.3000011571733983,rosenstein1993,Autocorrelation (FFT),C3,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
10,-0.2177918628997107,rosenstein1993,Autocorrelation (FFT),C3,3.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
1,1.578123319239687e-06,rosenstein1994,Displacement,C3,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
2,2.937196313538392e-06,rosenstein1994,Displacement,C3,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
3,3.9788152820979e-06,rosenstein1994,Displacement,C3,1.0,Delay,sub-010002,EC,250.0,125.0,7.956333333333333,Lemon
